CV_score,n_basis,fold_size,n_folds,success_count
2.29642,2,5,12,1000
2.17648,3,5,12,1000
2.21978,4,5,12,1000
2.21854,5,5,12,1000
2.21896,6,5,12,1000
2.23156,7,5,12,1000
2.19982,8,5,12,1000
2.24343,9,5,12,1000
2.18792,10,5,12,1000
2.20919,11,5,12,1000
2.27197,12,5,12,1000
