CV_score,n_basis,fold_size,n_folds,success_count
0,1,5,12,0
2.13234,3,5,12,1000
2.26267,5,5,12,1000
2.15572,7,5,12,1000
2.16344,9,5,12,1000
2.16087,11,5,12,1000
2.13984,13,5,12,1000
2.17941,15,5,12,1000
2.16465,17,5,12,1000
2.18426,19,5,12,1000
