CV_score,n_basis,fold_size,n_folds,success_count
0,1,5,12,0
2.07788,3,5,12,1000
0.21409,5,5,12,1000
0.06414,7,5,12,1000
0.05448,9,5,12,1000
0.06795,11,5,12,1000
0.05848,13,5,12,1000
0.14014,15,5,12,1000
0.28983,17,5,12,1000
0.43575,19,5,12,1000
