CV_score,n_basis,fold_size,n_folds,success_count
0.73432,4,5,12,1000
2.35745,5,5,12,1000
0.55305,6,5,12,1000
1.03165,7,5,12,1000
0.076,8,5,12,1000
0.18801,9,5,12,1000
0.05669,10,5,12,1000
0.09795,11,5,12,1000
0.05523,12,5,12,1000
0.06089,13,5,12,1000
0.07197,14,5,12,1000
0.05159,15,5,12,1000
