CV_score,n_basis,fold_size,n_folds,success_count
2.1,4,5,12,1000
2.21024,5,5,12,1000
1.92703,6,5,12,1000
2.10322,7,5,12,1000
2.24933,8,5,12,1000
2.20003,9,5,12,1000
2.08957,10,5,12,1000
2.13131,11,5,12,1000
2.14135,12,5,12,1000
2.13177,13,5,12,1000
2.14603,14,5,12,1000
2.14908,15,5,12,1000
