CV_score,n_basis,fold_size,n_folds,success_count
0,1,5,12,0
2.07767,3,5,12,1000
0.0743,5,5,12,1000
0.05021,7,5,12,1000
0.04808,9,5,12,1000
0.05456,11,5,12,1000
0.05558,13,5,12,1000
0.0792,15,5,12,1000
0.06161,17,5,12,1000
0.10976,19,5,12,1000
