CV_score,n_basis,fold_size,n_folds,success_count
0,1,5,12,0
0,3,5,12,0
0.19584785772369895,5,5,12,1000
0.04349854993955935,7,5,12,1000
0.05255857268906634,9,5,12,1000
0.052764933491738726,11,5,12,1000
0.05153945060888927,13,5,12,1000
0.06485716109068676,15,5,12,1000
0.05142932951174875,17,5,12,1000
0.05254552512190381,19,5,12,1000
