CV_score,n_basis,fold_size,n_folds,success_count
0.05723811996670227,16,5,12,1000
0.0654475174875878,17,5,12,1000
0.05398903888420824,18,5,12,1000
0.06774331300181534,19,5,12,1000
0.05542121622602277,20,5,12,1000
0.05950047017631194,21,5,12,1000
0.05519499893636359,22,5,12,1000
0.053175591289168975,23,5,12,1000
0.057249634833431026,24,5,12,1000
0.05080140911602151,25,5,12,1000
