CV_score,n_basis,fold_size,n_folds,success_count
0,2,5,12,0
2.1125887459718187,3,5,12,1000
2.177018272961481,4,5,12,1000
2.230609933460323,5,5,12,1000
1.988025662819553,6,5,12,1000
2.078719344548054,7,5,12,1000
2.251036588813984,8,5,12,1000
2.2196419511314884,9,5,12,1000
2.1169381561880836,10,5,12,1000
2.156773401707506,11,5,12,1000
2.211418269141753,12,5,12,1000
