CV_score,n_basis,fold_size,n_folds,success_count
0,2,5,12,0
0,3,5,12,0
0.73432,4,5,12,1000
2.35328,5,5,12,1000
0.84386,6,5,12,1000
0.85358,7,5,12,1000
0.11363,8,5,12,1000
0.11476,9,5,12,1000
0.12084,10,5,12,1000
0.08986,11,5,12,1000
0.14176,12,5,12,1000
