CV_score,n_basis,fold_size,n_folds,success_count
2.100003482820735,4,5,12,1000
2.2102359598809826,5,5,12,1000
1.9270295114923517,6,5,12,1000
2.1032175916395675,7,5,12,1000
2.2493251686585283,8,5,12,1000
2.2000282326725507,9,5,12,1000
2.0895728199875405,10,5,12,1000
2.131305800236965,11,5,12,1000
2.141346445533769,12,5,12,1000
2.131768558438791,13,5,12,1000
2.146027977303255,14,5,12,1000
2.1490826202184454,15,5,12,1000
