CV_score,n_basis,fold_size,n_folds,success_count
2.24364,4,5,12,1000
2.21916,5,5,12,1000
2.2088,6,5,12,1000
2.22042,7,5,12,1000
2.17938,8,5,12,1000
2.2072600000000002,9,5,12,1000
2.23642,10,5,12,1000
2.23069,11,5,12,1000
2.22878,12,5,12,1000
2.1994,13,5,12,1000
2.20168,14,5,12,1000
2.20372,15,5,12,1000
