f1_e1,f1_e2,f2_e1,f2_e2,n_basis,success_count
7.177234324665214,131.92716557598675,0.8936725789136043,2.58395164218342,2,5000
5.896264932094053,130.64918108748455,0.811046639623944,2.5011148804488648,3,5000
5.807004749079114,130.557923063788,0.7715374161935866,2.4616371884544623,4,5000
6.076811953715626,130.82168765429122,0.7783558618600221,2.4683977296339266,5,5000
6.550033957045754,131.28414069509,0.7750583855906074,2.464999141154966,6,5000
7.551112543792445,132.26672113631983,0.73770982142183,2.427605551409287,7,5000
11.628459965871983,136.28281464066933,0.7440270235051726,2.4340197012492815,8,5000
17.298355548245095,141.8863322326105,0.6983657925205038,2.3888678479174534,9,5000
18.849986529411645,143.43308643340617,0.649036447365193,2.339777798155282,10,5000
18.88328675465027,143.465709361153,0.6940265104095107,2.3846121020299416,11,5000
18.991585713502175,143.63082193967566,0.8169219813715717,2.507128598387562,12,5000
