f1_e1,f1_e2,f2_e1,f2_e2,n_basis,success_count
0,0,0,0,2,0
0,0,0,0,3,0
3.91274,130.1171,0.38077,2.09045,4,5000
3.95242,130.16289,0.73944,2.44922,5,5000
3.8366,130.05179,0.27201,1.98372,6,5000
3.96405,130.17512,0.30729,2.01904,7,5000
4.38618,130.61211,0.11108,1.82326,8,5000
4.44028,130.66082,0.13501,1.84706,9,5000
4.4251,130.64453,0.1455,1.85748,10,5000
4.44727,130.66669,0.14012,1.85223,11,5000
7.88834,134.08085,0.17742,1.8879,12,5000
