f1_e1,f1_e2,f2_e1,f2_e2,n_basis,success_count
4.269154170946342,129.73813841464468,0.6561845116460046,2.3551738185648774,4,5000
3.9915318414331895,129.47950587639812,0.7590237628755339,2.458765465788777,5,5000
4.132651602890878,129.64227054766485,0.42503887771161836,2.1259963010686587,6,5000
4.150274862951036,129.66158342672043,0.5260275939149857,2.226839075610209,7,5000
4.282659137463228,129.7862037560107,0.7110677015156266,2.411340181407743,8,5000
4.304639041297996,129.80840432706572,0.6596846131939327,2.3601872121904495,9,5000
4.325794102262791,129.82881779385363,0.6006195198592479,2.3012983135514244,10,5000
4.297966579779181,129.80088566518086,0.656583400223308,2.3570346431749307,11,5000
4.327815100709625,129.8292240497948,0.6807210789807285,2.3810816344257915,12,5000
4.340417405052743,129.84041334067936,0.7158308491080463,2.4160505472658147,13,5000
4.352604464020059,129.85119876816637,0.7226168797704385,2.422794188289683,14,5000
4.35769570070347,129.85641801815902,0.7262136424983272,2.426365703730515,15,5000
4.376944287448503,129.87493080209518,0.7574556964937975,2.457487920418206,16,5000
4.359727072494136,129.85892563785958,0.7529074710472113,2.4529599362151244,17,5000
4.372228733916671,129.87140887433085,0.6987475141351281,2.3987848742842615,18,5000
4.3443256346980625,129.8439480992962,0.7434581280574039,2.443528481248823,19,5000
4.365449820523424,129.86595300304649,0.6740499629249754,2.3741207073795314,20,5000
4.369415873656562,129.86886242454912,0.6794118411177251,2.379444960255691,21,5000
4.342721937861304,129.84300319177953,0.6919047078052564,2.392054547998725,22,5000
4.384366837551617,129.88402514486472,0.6470205907972251,2.347079950107955,23,5000
4.350122172718658,129.84949829909104,0.6843499593431612,2.384463562337698,24,5000
4.3686603529850405,129.86795036440296,0.675116154627557,2.375140417480611,25,5000
