f1_e1,f1_e2,f2_e1,f2_e2,n_basis,success_count
10.935561004464923,135.66335237124326,0.6961425445954863,2.3859666166197804,4,5000
6.01365850187527,130.7598573767911,0.7779569601348838,2.4680088113289207,5,5000
6.367619866455915,131.10561513213108,0.7903513490523624,2.480289641566789,6,5000
6.764706040965693,131.49506737382794,0.7684030186560303,2.4583386677730212,7,5000
7.213933883826848,131.93622225107774,0.7957950111804686,2.4856751518281697,8,5000
7.778846641247551,132.4898380412766,0.7544672988177902,2.444372451627812,9,5000
8.48516708298484,133.18045890274666,0.7166401524332684,2.4065403099333227,10,5000
8.951421364244608,133.63714118199118,0.7048051164328748,2.3947518407271016,11,5000
9.213140435140167,133.8942130467135,0.714556629388896,2.4044993736216425,12,5000
9.298543185836621,133.97794105132343,0.7396119140648203,2.4295227387641094,13,5000
9.317916626055261,133.9973166931385,0.7404602840395581,2.4303704403745,14,5000
9.328583387293978,134.00808787125348,0.7435380517720086,2.433438921527063,15,5000
9.277218066879465,133.95810558724514,0.7739878923020265,2.4638330750408235,16,5000
9.2381349609576,133.91976473423233,0.7717544309697432,2.461593767642789,17,5000
9.33983102330168,134.01705483220303,0.7665265224293386,2.4563198260540444,18,5000
9.240666588324647,133.92097142596415,0.7838876865188286,2.4736738671376752,19,5000
9.342455732336749,134.01836917466596,0.7530429801740682,2.4428471340780087,20,5000
9.387351963573222,134.06287778148103,0.7614772799920975,2.4512663622186825,21,5000
9.352183659468112,134.02838926965967,0.7584164759300157,2.44822551792353,22,5000
9.507145535831487,134.17874729865034,0.7406723394941467,2.4304927209144367,23,5000
9.513444786366996,134.18666344737284,0.7552040980870729,2.445020917143301,24,5000
9.52277264658909,134.19462931602783,0.7512457855323728,2.4410703895267343,25,5000
