f1_e1,f1_e2,f2_e1,f2_e2,n_basis,success_count
0,0,0,0,2,0
4.17039,129.64259,0.81224,2.51177,3,5000
4.08093,129.55048,0.77174,2.47128,4,5000
4.0038,129.49674,0.75004,2.44986,5,5000
4.17563,129.68591,0.45954,2.1605,6,5000
4.23226,129.74146,0.52512,2.226,7,5000
4.4198,129.91964,0.74368,2.4439,8,5000
4.42156,129.92039,0.69479,2.39518,9,5000
4.4125,129.91256,0.64087,2.34145,10,5000
4.44546,129.94476,0.6792,2.37965,11,5000
11.82311,137.32413,0.74329,2.44296,12,5000
