f1_e1,f1_e2,f2_e1,f2_e2,n_basis,success_count
0,0,0,0,1,0
3.6975209034814123,129.19134433107445,0.6952367540943551,2.3943999551151736,3,5000
5.068945316259915,130.5488125148092,0.13759865384608436,1.8394715770850363,5,5000
5.217577264908422,130.69838987694044,0.13994346230514426,1.8415613973468052,7,5000
5.226357557525557,130.70697327313798,0.12715430602358319,1.8289594126646518,9,5000
5.275310293209088,130.74942782301733,0.14281731289216917,1.8445276289934471,11,5000
5.290361261865202,130.76090677130486,0.13006571391529534,1.831745055647532,13,5000
5.167221466996582,130.64050592621092,0.10365357913491856,1.8052432658688224,15,5000
4.988405535812641,130.46747388835442,0.11563490063151312,1.8173292663825582,17,5000
4.922459454960457,130.40321611314957,0.14766304950338036,1.8493730397632553,19,5000
